"","Date","B.1.617.2_Rt","B.1.617.2_rtlowci","B.1.617.2_rtupci","AY.3_Rt","AY.3_rtlowci","AY.3_rtupci","AY.25_Rt","AY.25_rtlowci","AY.25_rtupci","AY.39_Rt","AY.39_rtlowci","AY.39_rtupci","AY.44_Rt","AY.44_rtlowci","AY.44_rtupci"
"77",2021-10-11,0.839469180165365,0.778172938589931,0.900664450132067,0.803527967083541,0.740549502262026,0.872997904132004,0.841755782686267,0.790328524949116,0.901868363796528,1.01763380059119,0.971582272088484,1.06760859498891,0.885213684258856,0.835269259674705,0.937722351989468
"78",2021-10-12,0.846775545661984,0.787443813877765,0.905611630177946,0.807162562709836,0.743971421207721,0.876741613079374,0.843328677448231,0.791747020896736,0.902981346893618,0.997590775128086,0.954455652318474,1.04259194847543,0.891168651334536,0.842030763480948,0.942508490135031
"79",2021-10-13,0.854406584388675,0.7968529584221,0.910542100304006,0.812086116929088,0.749090194133054,0.880704026863475,0.845665487309816,0.794039530725331,0.904786771497239,0.980493446010625,0.938141743478735,1.02373424301567,0.897072851686608,0.848899840613069,0.946661157205913
"80",2021-10-14,0.862611582177542,0.807540142435132,0.915847639158724,0.817752007059334,0.755526865834494,0.884982520741307,0.848433487812882,0.796916337773967,0.906669004786971,0.966109959615171,0.923193615854741,1.00952715479546,0.902783109216462,0.855788867357403,0.950778861467554
"81",2021-10-15,0.87137524971851,0.818858822323855,0.921792990489759,0.823605221834289,0.762442433429003,0.889195445808666,0.851280357304953,0.800121888526368,0.908406438277719,0.955563698226743,0.911853756080833,1.00022629365244,0.908244976657123,0.86244215783758,0.955039319628797
"82",2021-10-16,0.88061345747492,0.830123488935557,0.928357229289534,0.829170833871903,0.769050991382172,0.892919404000391,0.853993569782116,0.803488147153273,0.910042976872636,0.949603626542171,0.905420362646596,0.996018247169606,0.913646325256639,0.868954771801981,0.959362498015377
"83",2021-10-17,0.890040886367115,0.842141894981157,0.934627979629745,0.834263390221861,0.775204423200106,0.896315277240482,0.856852779030699,0.807080004976841,0.911811267989517,0.948171782256811,0.902775776364285,0.99629439124132,0.919333703253123,0.875696621018644,0.963833797604843
"84",2021-10-18,0.898358065766127,0.853521161082536,0.939535657576495,0.839160396682994,0.78118384574475,0.899658435581297,0.860285669821497,0.811184051088056,0.914214741391528,0.955113416236048,0.908897590270197,1.00373504230931,0.925960183202976,0.883426392433638,0.969163153706337
"85",2021-10-19,0.904273485853093,0.862464710108715,0.942332913048888,0.844030623851947,0.787143054568898,0.903167368404482,0.864621788201352,0.816084223751371,0.917595411569111,0.968590044429636,0.922618808688137,1.01604866096359,0.933841548103705,0.892179696568865,0.975813875762884
"86",2021-10-20,0.907591051989692,0.868467616240458,0.943435096829426,0.848362110921252,0.792588269123601,0.906722752763738,0.869742864038718,0.821841178478926,0.921443077174729,0.990593684787237,0.945535042833012,1.03694285959906,0.942914490165341,0.902313032170183,0.983654831769356
